ORF ID	Gene Name	Class(1:essential 2:nonessential 3:unknown)	Alternative Name	Map Position	Start(BP)	End(BP)	Length	Direction(0:+ 1:-)	Ncbi ID	Product	Swissprot Acc No	Note
92	murC	1	b0091   ECK0092   JW0089	2.1718099117279053	100   765	102   240	1   476	0	1786279	UDP-N-acetylmuramate:L-alanine ligase	P17952; O07099;   Q8X9Y7;	GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_process: GO:0009252 - peptidoglycan biosynthetic process
93	ddlB	2	b0092   ddl   ECK0093   JW0090	2.2034499645233154	102   233	103   153	921	0	1786280	D-alanine:D-alanine ligase	P07862;   Q8FL63;   Q8X9Y6;	D-alanine-D-alanine ligase B    affects cell division; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009252 - peptidoglycan biosynthetic process
94	ftsQ	1	b0093   ECK0094   JW0091	2.2233200073242188	103   155	103   985	831	0	1786281	divisome assembly protein    membrane anchored protein involved in growth of wall at septum	P06136;   Q8FL62;   Q8X9Y5;	cell division protein; ingrowth of wall at septum; GO_component: GO:0019866 - organelle inner membrane
95	ftsA	1	b0094   divA   ECK0095   JW0092	2.24114990234375	103   982	105   244	1   263	0	1786282	ATP-binding cell division protein involved in recruitment of FtsK to Z ring	P06137; Q47229;	ATP-binding cell division protein    septation process    complexes with FtsZ    associated with junctions of inner and outer membranes; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
96	ftsZ	1	b0095   ECK0096   JW0093   sfiB   sulB	2.269659996032715	105   305	106   456	1   152	0	1786284	GTP-binding tubulin-like cell division protein	P06138; P77857; P78047;	cell division; forms circumferential ring; tubulin-like GTP-binding protein and GTPase; GO_component: GO:0005737 - cytoplasm
28	stfZ	2		2.2699999809265137	105   310	105   310	0	0				
97	lpxC	1	asmB   b0096   ECK0097   envA   JW0094	2.296649932861328	106   557	107   474	918	0	1786285	UDP-3-O-acyl N-acetylglucosamine deacetylase	P07652;	UDP-3-O-acyl N-acetylglucosamine deacetylase; lipid A biosynthesis; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0042280 - cell surface antigen activity    host-interacting; GO_process: GO:0009245 - lipid A biosynthetic process
30	serR	2		2.299999952316284	106   702	106   702	0	0				
98	secM	1	b0097   ECK0098   JW5007   srrA   yacA	2.32138991355896	107   705	108   217	513	0	87081686	regulator of secA translation	P62395; P10409; P75641;   Q9JMT9;	
99	secA	1	azi   b0098   ECK0099   JW0096   pea   prlD	2.3337600231170654	108   279	110   984	2   706	0	1786287	preprotein translocase subunit    ATPase	P10408; P75642;   Q8FL61;   Q8X996;	preprotein translocase; secretion protein; GO_component: GO:0005737 - cytoplasm
100	mutT	2	b0099   ECK0100   JW0097   nudA	2.393359899520874	111   044	111   433	390	0	1786288	nucleoside triphosphate pyrophosphohydrolase    marked preference for dGTP	P08337;   Q8FL60;   Q8X994;	7   8-dihydro-8-oxoguanine-triphosphatase    prefers dGTP    causes AT-GC transversions; GO_component: GO:0005737 - cytoplasm
101	yacG	2	b0100   b0101   ECK0101   f44   JW5008	2.406399965286255	111   649	111   846	198	1	1786290	DNA gyrase inhibitor	P75643;	
103	zapD	2	b0102   ECK0102   JW0099   yacF	2.410860061645508	111   856	112   599	744	1	1786291	FtsZ stabilizer	P36680; P75645; Q8KJQ6; Q8KMZ7;   Q8FL56;   Q8X988;	
104	coaE	1	b0103   ECK0103   JW0100   yacE	2.426870107650757	112   599	113   219	621	1	1786292	dephospho-CoA kinase	P36679; P75646;   Q8FL55;	putative DNA repair protein
105	guaC	2	b0104   ECK0104   f35   JW0101	2.4450900554656982	113   444	114   487	1   044	0	1786293	GMP reductase	P60560; P15344; P78048;   P60561; P15344; P78048;   Q8X984;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009152 - purine ribonucleotide biosynthetic process; GO_process: GO:0015949 - nucleobase    nucleoside and nucleotide interconversion
107	hofC	2	b0106   ECK0105   f400   hopC   JW0102   yacD	2.468319892883301	114   522	115   724	1   203	1	1786295	assembly protein in type IV pilin biogenesis    transmembrane protein	P36646; P75648; Q47020; Q47021;   Q8FL54;   Q8X977;	putative integral membrane protein involved in biogenesis of fimbriae    protein transport    DNA uptake; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
12	112	-1		2.4700000286102295	114   927	132   274	17   348	-1				
108	hofB	2	b0107   ECK0106   hopB   JW0103	2.4940099716186523	115   714	117   099	1   386	1	1786296	conserved protein with nucleoside triphosphate hydrolase domain	P36645; P75649; Q47022;   Q8FL53;   Q8X975;	putative integral membrane protein involved in biogenesis of fimbriae    protein transport    DNA uptake; GO_component: GO:0009289 - pilus
109	ppdD	2	b0108   ECK0107   JW0104	2.5240800380706787	117   109	117   549	441	1	1786297	putative major pilin subunit	P36647; Q8KMZ6;   Q8CWE3;   Q8X974;	prelipin peptidase dependent protein; GO_component: GO:0009289 - pilus
110	nadC	2	b0109   ECK0108   JW0105	2.53794002532959	117   752	118   645	894	1	1786299	quinolinate phosphoribosyltransferase	P30011;   Q8FL52;   Q8X973;	GO_process: GO:0009435 - NAD biosynthetic process
111	ampD	2	b0110   ECK0109   JW0106	2.559079885482788	118   733	119   284	552	0	1786300	1   6-anhydro-N-acetylmuramyl-L-alanine amidase    Zn-dependent; murein amidase	P13016;   Q8FL51;   Q8X971;	regulates ampC; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0000270 - peptidoglycan metabolic process
112	ampE	2	b0111   ECK0110   JW0107	2.570889949798584	119   281	120   135	855	0	1786301	putative inner membrane protein	P13017;   Q8FL50;   Q8X970;	regulates ampC; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0042493 - response to drug
113	aroP	2	b0112   ECK0111   JW0108	2.5902199745178223	120   178	121   551	1   374	1	1786302	aromatic amino acid transporter	P15993; P75650;   Q8FL49;   Q8X968;	aromatic amino acid transport protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0009094 - L-phenylalanine biosynthetic process; GO_process: GO:0006571 - tyrosine biosynthetic process
114	pdhR	2	aceC   b0113   ECK0112   genA   JW0109   yacB	2.6314799785614014	122   092	122   856	765	0	1786303	DNA-binding transcriptional dual regulator	P06957; Q53381;	transcriptional regulator for pyruvate dehydrogenase complex; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016564 - transcription repressor activity; GO_process: GO:0006096 - glycolysis; GO_process: GO:0006350 - transcription
13	113	-1		2.640000104904175	122   515	141   772	19   258	-1				
115	aceE	2	aceE1   b0114   ECK0113   JW0110	2.6514101028442383	123   017	125   680	2   664	0	1786304	pyruvate dehydrogenase    decarboxylase component E1    thiamin-binding	P06958; P78049; Q53382;   Q8FL43;	pyruvate dehydrogenase (decarboxylase component); GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0006086 - acetyl-CoA biosynthetic process from pyruvate; GO_process: GO:0006096 - glycolysis; GO_process: GO:0009436 - glyoxylate catabolic process; GO_process: GO:0009061 - anaerobic respiration
116	aceF	2	aceE2   b0115   ECK0114   JW0111	2.709130048751831	125   695	127   587	1   893	0	1786305	pyruvate dehydrogenase    dihydrolipoyltransacetylase component E2	P06959;   Q8X966;	pyruvate dehydrogenase (dihydrolipoyltransacetylase component); GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0006086 - acetyl-CoA biosynthetic process from pyruvate; GO_process: GO:0006096 - glycolysis; GO_process: GO:0009436 - glyoxylate catabolic process; GO_process: GO:0009061 - anaerobic respiration
117	lpd	2	b0116   dhl   ECK0115   JW0112   lpdA	2.756920099258423	127   912	129   336	1   425	0	1786307	lipoamide dehydrogenase    E3 component is part of three enzyme complexes	P00391;	lipoamide dehydrogenase (NADH); component of 2-oxodehydrogenase and pyruvate complexes; L-protein of glycine cleavage complex; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0009063 - cellular amino acid catabolic process; GO_process: GO:0006096 - glycolysis; GO_process: GO:0006086 - acetyl-CoA biosynthetic process from pyruvate; GO_process: GO:0006099 - tricarboxylic acid cycle; GO_process: GO:0009060 - aerobic respiration; GO_process: GO:0009061 - anaerobic respiration; GO_process: GO:0009436 - glyoxylate catabolic process
118	yacH	2	b0117   ECK0116   f617   JW0113	2.789139986038208	129   407	131   260	1   854	1	1786308	hypothetical protein	P36682; P75651;   Q8FL42;   Q8X959;	putative membrane protein; GO_component: GO:0009274 - peptidoglycan-based cell wall
14	114	-1		2.819999933242798	131   267	150   257	18   991	-1				
119	acnB	2	b0118   ECK0117   JW0114   yacI   yacJ	2.8367300033569336	131   615	134   212	2   598	0	2367097	bifunctional aconitate hydratase2/2-methylisocitrate dehydratase	P36683; P36648; P75652; Q59382;   Q8FL41;   Q8X957;	aconitate hydrase B; GO_process: GO:0006099 - tricarboxylic acid cycle; GO_process: GO:0009060 - aerobic respiration; GO_process: GO:0009061 - anaerobic respiration
120	yacL	2	b0119   ECK0118   JW0115	2.8965001106262207	134   388	134   750	363	0	87081687	hypothetical protein	P45567; P75653; Q8X955;   Q8FL40;	
121	speD	2	b0120   ECK0119   JW0116	2.9051198959350586	134   788	135   582	795	1	1786311	S-adenosylmethionine decarboxylase	P09159;   Q8FL39;	GO_process: GO:0006596 - polyamine biosynthetic process
122	speE	2	b0121   ECK0120   JW0117	2.9225800037384033	135   598	136   464	867	1	1786312	spermidine synthase (putrescine aminopropyltransferase)	P09158;   Q8X951;	spermidine synthase = putrescine aminopropyltransferase; GO_process: GO:0006596 - polyamine biosynthetic process
123	yacC	2	b0122   ECK0121   gspS   JW0118	2.9435300827026367	136   570	136   917	348	1	87081688	conserved protein    PulS_OutS family	P23838; P75654;   Q8X949;	
124	cueO	2	b0123   cuiD   ECK0122   JW0119   o516   yacK	2.954580068588257	137   083	138   633	1   551	0	1786314	multicopper oxidase (laccase)	P36649; P75655;   Q8CWE2;   Q8X947;	
125	gcd	2	b0124   ECK0123   JW0120	2.992340087890625	138   835	141   225	2   391	1	1786316	glucose dehydrogenase	P15877;   Q8FL38;   Q8X946;	GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0006006 - glucose metabolic process; GO_process: GO:0016052 - carbohydrate catabolic process
37	ssyD	2		3.0	139   177	139   177	0	0				
126	hpt	2	b0125   ECK0124   JW5009	3.04830002784729	141   431	141   967	537	0	87081689	hypoxanthine phosphoribosyltransferase	P36766;   Q8X945;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0015949 - nucleobase    nucleoside and nucleotide interconversion
127	can	1	b0126   ECK0125   f220   JW0122   yadF	3.06072998046875	142   008	142   670	663	1	1786318	carbonic anhydrase	P61517; P36857; P75656; Q8KJQ4;   Q8FL37;   Q8X938;	putative carbonic anhdrase
128	yadG	2	b0127   ECK0126   JW0123   nodI	3.077349901199341	142   779	143   705	927	0	1786319	putative transporter subunit: ATP-binding component of ABC superfamily	P36879;   Q8FL36;   Q8X4V8;	putative ATP-binding component of a transport system; GO_component: GO:0005737 - cytoplasm
129	yadH	2	b0128   ECK0127   JW0124   nodJ	3.0972399711608887	143   702	144   472	771	0	1786320	putative transporter subunit: membrane component of ABC superfamily	P36880; P75657; Q8KMY9;	GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
15	115	-1		3.0999999046325684	143   914	162   428	18   515	-1				
130	yadI	2	agaX   b0129   ECK0128   JW0125   levD	3.1161000728607178	144   577	145   017	441	0	1786321	putative PTS Enzyme IIA	P36881; P75658;   Q8FL35;   Q8X935;	putative PTS enzyme II B component; GO_process: GO:0009401 - phosphoenolpyruvate-dependent sugar phosphotransferase system
131	yadE	2	b0130   ECK0129   JW0126   o409	3.126960039138794	145   081	146   310	1   230	0	1786322	putative polysaccharide deacetylase lipoprotein	P31666; P37022; P75659;   Q8CWE1;   Q8X933;	conserved hypothetical protein
132	panD	2	b0131   ECK0130   JW0127	3.1535398960113525	146   314	146   694	381	1	1786323	aspartate 1-decarboxylase	P31664; Q8KMY8;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0015937 - coenzyme A biosynthetic process
133	yadD	2	b0132   ECK0131   JW5010	3.167639970779419	146   968	147   870	903	0	1786324	putative transposase	P31665; P75660; Q8KJQ2;   Q8FL33;   Q8X932;	
134	panC	2	b0133   ECK0132   JW0129	3.1886699199676514	147   944	148   795	852	1	1786325	pantothenate synthetase	P31663;   Q8FL31;   Q8X930;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0015937 - coenzyme A biosynthetic process
135	panB	2	b0134   ECK0133   JW0130   panA	3.2072699069976807	148   807	149   601	795	1	1786326	3-methyl-2-oxobutanoate hydroxymethyltransferase	P31057;   Q8FL30;   Q8X929;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0015937 - coenzyme A biosynthetic process
136	yadC	2	b0135   ECK0134   JW0131	3.226840019226074	149   715	150   953	1   239	1	1786328	putative fimbrial-like adhesin protein	P31058;   Q8CWE0;   Q8X928;	putative fimbrial-like protein; GO_component: GO:0009289 - pilus
137	yadK	2	b0136   ECK0135   JW0132	3.2546000480651855	151   003	151   599	597	1	1786329	putative fimbrial-like adhesin protein	P37016;   Q8FL29;   Q8X920;	putative fimbrial protein
138	yadL	2	b0137   ECK0136   JW0133	3.2680299282073975	151   626	152   231	606	1	1786330	putative fimbrial-like adhesin protein	P37017;   Q8CWD9;   Q8X919;	putative fimbrial protein
139	yadM	2	b0138   ECK0137   JW0134	3.281330108642578	152   243	152   812	570	1	87081690	putative fimbrial-like adhesin protein	P37018; P75661;   Q8CWD8;   Q8X918;	putative fimbrial-like protein; GO_component: GO:0009289 - pilus
140	htrE	2	b0139   ECK0138   JW0135	3.2939600944519043	152   829	155   426	2   598	1	1786332	putative outer membrane usher protein	P33129;   Q8CWD7;   Q8X3Z8;	probable outer membrane porin protein involved in fimbrial assembly; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0009279 - cell outer membrane
141	yadV	2	b0140   ECK0139   ecpD   JW0136	3.3506898880004883	155   461	156   201	741	1	1786333	putative periplasmic pilin chaperone	P33128;   Q8CWD6;   Q8X915;	probable pilin chaperone similar to PapD; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0006457 - protein folding
142	yadN	2	b0141   ECK0140   JW0137	3.3687500953674316	156   299	156   883	585	1	1786334	putative fimbrial-like adhesin protein	P37050;   Q8CWD5;   Q8X913;	putative fimbrial-like protein; GO_component: GO:0009289 - pilus
143	folK	1	b0142   ECK0141   JW0138	3.389309883117676	157   253	157   732	480	1	1786335	2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase	P26281;   Q8FL26;   Q8X911;	7   8-dihydro-6-hydroxymethylpterin- pyrophosphokinase; GO_process: GO:0046656 - folic acid biosynthetic process
16	116	-1		3.390000104904175	157   444	177   444	20   001	-1				
144	pcnB	2	b0143   ECK0142   f454   JW5808	3.3995699882507324	157   729	159   126	1   398	1	87081691	poly(A) polymerase	P13685; P78050; Q8X910;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009451 - RNA modification
145	gluQ	2	b0144   ECK0143   JW5892   yadB	3.4309699535369873	159   186	160   112	927	1	226510925	glutamyl-Q tRNA(Asp) synthetase	P27305; P75662;   Q8FL25;   Q8X909;	putative tRNA synthetase; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
146	dksA	2	b0145   ECK0144   JW0141   msmA	3.4517300128936768	160   149	160   604	456	1	1786338	DNA-binding transcriptional regulator of rRNA transcription    DnaK suppressor protein	P18274;	dnaK suppressor protein; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006457 - protein folding
147	sfsA	2	b0146   ECK0145   JW0142   sfs   sfs1	3.465369939804077	160   782	161   486	705	1	1786340	putative DNA-binding transcriptional regulator	P18273;   Q8FL24;	probable regulator for maltose metabolism; GO_process: GO:0016052 - carbohydrate catabolic process
148	ligT	2	b0147   ECK0146   JW5011   yadP	3.480870008468628	161   501	162   031	531	1	87081692	2'-5' RNA ligase	P37025; Q8KJQ1;   Q8FL23;   Q8X906;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009451 - RNA modification
149	hrpB	2	b0148   ECK0147   JW0144   o824   yadO	3.4938900470733643	162   105	164   534	2   430	0	87081693	putative ATP-dependent helicase	P37024; P75663;   Q8FL22;   Q8X904;	helicase    ATP-dependent; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication
150	mrcB	2	b0149   ECK0148   JW0145   pbpF   ponB	3.55046010017395	164   730	167   264	2   535	0	1786343	fused glycosyl transferase and transpeptidase	P02919; P75664;   Q8FL20;   Q8X903;	peptidoglycan synthetase; penicillin-binding protein 1B; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0046349 - amino sugar biosynthetic process; GO_process: GO:0009252 - peptidoglycan biosynthetic process; GO_process: GO:0042493 - response to drug
42	garB	2		3.5999999046325684	167   012	167   012	0	0				
151	fhuA	2	b0150   ECK0149   JW0146   T1   tonA	3.6098198890686035	167   484	169   727	2   244	0	1786344	ferrichrome outer membrane transporter	P06971; P71280; P75665;   Q8CWD4;   Q8X901;	outer membrane protein receptor for ferrichrome    colicin M    and phages T1    T5    and phi80; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0009279 - cell outer membrane
17	117	-1		3.609999895095825	167   852	184   904	17   053	-1				
152	fhuC	2	b0151   ECK0150   JW0147	3.6592700481414795	169   778	170   575	798	0	1786345	iron-hydroxamate transporter subunit	P07821; P77548;   Q8FL18;   Q8X8Z9;	ATP-binding component of hydroxymate-dependent iron transport; GO_component: GO:0005737 - cytoplasm
